symbol,shortName,longName,marketCap,regularMarketPrice,currency,mcap_cr
KENNAMET.NS,KENNAMETAL INDIA LIMITED,Kennametal India Limited,91033870336,4142.0,INR,9103.4
KRBL.NS,KRBL LIMITED,KRBL Limited,91098177536,398.0,INR,9109.8
PRECWIRE.NS,PRECISION WIRES INDIA LTD,Precision Wires India Limited,91221172224,499.0,INR,9122.1
KRN.NS,KRN HEAT EXCHANGE N REF L,KRN Heat Exchanger and Refrigeration Limited,90594549760,1384.0,INR,9059.5
SANOFICONR.NS,SANOFI CONS HEALTHC IND L,Sanofi Consumer Healthcare India Limited,90572627968,3927.1,INR,9057.3
PGHL.NS,PROCTER & GAMBLE HEALTH L,Procter & Gamble Health Limited,89968648192,5420.0,INR,8996.9
TEJASNET.NS,TEJAS NETWORKS LIMITED,Tejas Networks Limited,89697878016,504.3,INR,8969.8
KIRLPNU.NS,KIRLOSKAR PNEUMATIC COM L,Kirloskar Pneumatic Company Limited,89434824704,688.35,INR,8943.5
WEWORK.NS,WEWORK INDIA MANAGEMENT L,WeWork India Management Limited,89314377728,643.15,INR,8931.4
WESTLIFE.NS,WESTLIFE FOODWORLD LTD,Westlife Foodworld Limited,89272344576,575.15,INR,8927.2
THYROCARE.NS,THYROCARE TECH LTD,Thyrocare Technologies Limited,89162383360,560.2,INR,8916.2
TIMETECHNO.NS,TIME TECHNOPLAST LTD.,Time Technoplast Limited,89239404544,180.78,INR,8923.9
ICIL.NS,INDO COUNT INDUSTRIES LTD,Indo Count Industries Limited,88243109888,445.55,INR,8824.3
INTELLECT.NS,INTELLECT DESIGN ARENA,Intellect Design Arena Limited,88260919296,632.6,INR,8826.1
SANDUMA.NS,SANDUR MANG & IRON ORES L,The Sandur Manganese & Iron Ores Limited,88296079360,181.64,INR,8829.6
DYNAMATECH.NS,DYNAMATIC TECHNOLOGIES,Dynamatic Technologies Limited,88146141184,12979.0,INR,8814.6
MMTC.NS,MMTC LIMITED,MMTC Limited,87029997568,58.02,INR,8703.0
FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD,Brainbees Solutions Limited,86444859392,178.15,INR,8644.5
SHIPROCKET.NS,SHIPROCKET LIMITED,Shiprocket Limited,86254329856,118.55,INR,8625.4
PNGJL.NS,P N GADGIL JEWELLERS LTD,P N Gadgil Jewellers Limited,86290161664,586.2,INR,8629.0
WAAREERTL.NS,WAAREE RENEWABLE TECH LTD,Waaree Renewable Technologies Limited,86217236480,826.0,INR,8621.7
JLHL.NS,JUPITER LIFE LINE HOSP L,Jupiter Life Line Hospitals Limited,86219317248,263.0,INR,8621.9
JAYNECOIND.NS,JAYASWAL NECO INDUSTR LTD,Jayaswal Neco Industries Limited,86117842944,88.69,INR,8611.8
CLEAN.NS,CLEAN SCIENCE & TECH LTD,Clean Science and Technology Limited,85829738496,807.55,INR,8583.0
BANCOINDIA.NS,BANCO PRODUCTS (I) LTD,Banco Products (India) Limited,85293137920,596.3,INR,8529.3
TIPSMUSIC.NS,TIPS MUSIC LIMITED,Tips Music Limited,84976246784,667.1,INR,8497.6
AARTIPHARM.NS,AARTI PHARMALABS LIMITED,Aarti Pharmalabs Limited,84826431488,935.45,INR,8482.6
ESABINDIA.NS,ESAB INDIA LTD,ESAB India Limited,84353753088,5480.0,INR,8435.4
KINGFA.NS,KINGFA SCI & TEC IND LTD.,Kingfa Science & Technology (India) Limited,84282810368,6219.5,INR,8428.3
UNIMECH.NS,UNIMECH AEROSPACE N MFG L,Unimech Aerospace and Manufacturing Limited,84202078208,1654.2,INR,8420.2
GENUSPOWER.NS,GENUS POWER INFRASTRU LTD,Genus Power Infrastructures Limited,84058357760,303.9,INR,8405.8
LEMONTREE.NS,LEMON TREE HOTELS LTD,Lemon Tree Hotels Limited,83579518976,105.55,INR,8358.0
RELIGARE.NS,RELIGARE ENTER. LTD.,Religare Enterprises Limited,83539329024,242.33,INR,8353.9
TARIL.NS,TRANS & RECTI. LTD,Transformers and Rectifiers (India) Limited,83010854912,276.55,INR,8301.1
RAILTEL.NS,RAILTEL CORP OF IND LTD,RailTel Corporation of India Limited,82834202624,258.1,INR,8283.4
NCC.NS,NCC LIMITED,NCC Limited,82429976576,131.29,INR,8243.0
AXISCADES.NS,AXISCADES TECH LTD,AXISCADES Technologies Limited,81451630592,1915.0,INR,8145.2
PAISALO.NS,PAISALO DIGITAL LIMITED,Paisalo Digital Limited,80765075456,88.35,INR,8076.5
BATAINDIA.NS,BATA INDIA LTD,Bata India Limited,80329711616,625.0,INR,8033.0
KIRLFER.NS,KIRLOSKAR FERROUS IND LTD,Kirloskar Ferrous Industries Limited,79982747648,484.3,INR,7998.3
GMRP&UI.NS,GMR POW AND URBAN INFRA L,GMR Power And Urban Infra Limited,79812182016,102.19,INR,7981.2
GALAXYSURF.NS,GALAXY SURFACTANTS LTD,Galaxy Surfactants Limited,79521456128,2242.9,INR,7952.1
AVL.NS,ADITYA VISION LIMITED,Aditya Vision Limited,79284305920,613.95,INR,7928.4
ENTERO.NS,ENTERO HEALTHCARE SOLU L,Entero Healthcare Solutions Limited,78994374656,1815.0,INR,7899.4
HEGAM.NS,,HEG Advanced Materials Limited,78970347520,239.45,INR,7897.0
RHIM.NS,RHI MAGNESITA INDIA LTD,RHI Magnesita India Limited,78862893056,381.9,INR,7886.3
VESUVIUS.NS,VESUVIUS INDIA LTD,Vesuvius India Limited,78880710656,388.65,INR,7888.1
SETL.NS,STANDARD ENGNG TCNLGY LTD,Standard Engineering Technology Limited,78759305216,394.8,INR,7875.9
MEDPLUS.NS,MEDPLUS HEALTH SERV LTD,MedPlus Health Services Limited,78657388544,655.0,INR,7865.7
RAYMOND.NS,RAYMOND LTD,Raymond Limited,78830174208,1184.5,INR,7883.0
GRINFRA.NS,G R INFRAPROJECTS LIMITED,G R Infraprojects Limited,78443757568,810.7,INR,7844.4
SUPRIYA.NS,SUPRIYA LIFESCIENCE LTD,Supriya Lifescience Limited,78176968704,971.35,INR,7817.7
GPPL.NS,GUJARAT PIPAVAV PORT LTD,Gujarat Pipavav Port Limited,77970153472,161.22,INR,7797.0
RPEL.NS,RAGHAV PRODUCTIVITY ENH L,Raghav Productivity Enhancers Limited,77539213312,1688.5,INR,7753.9
BSOFT.NS,BIRLASOFT LIMITED,Birlasoft Limited,76986826752,275.3,INR,7698.7
V2RETAIL.NS,V2 RETAIL LIMITED,V2 Retail Limited,77011443712,211.2,INR,7701.1
EQUITASBNK.NS,EQUITAS SMALL FIN BNK LTD,Equitas Small Finance Bank Limited,76942540800,67.25,INR,7694.3
CORDELIA.NS,WATERWAYS LEISURE TOUR L,Waterways Leisure Tourism Limited,76883001344,106.2,INR,7688.3
SONATSOFTW.NS,SONATA SOFTWARE LTD,Sonata Software Limited,76685901824,277.05,INR,7668.6
MAHLIFE.NS,MAHINDRA LIFESPACE DEVLTD,Mahindra Lifespace Developers Limited,76463194112,358.0,INR,7646.3
SKFINDIA.NS,SKF INDIA LTD,SKF India Limited,76351995904,1544.4,INR,7635.2
POWERMECH.NS,POWER MECH PROJECTS LTD.,Power Mech Projects Limited,76132032512,2408.0,INR,7613.2
GARFIBRES.NS,GARWARE TECH FIBRES LTD,Garware Technical Fibres Limited,75994824704,778.25,INR,7599.5
EBGNG.NS,GNG ELECTRONICS LIMITED,GNG Electronics Limited,75515527168,662.35,INR,7551.6
NESCO.NS,NESCO LTD.,Nesco Limited,75230093312,1067.7,INR,7523.0
EPL.NS,EPL LIMITED,EPL Limited,75152359424,234.25,INR,7515.2
MIDHANI.NS,MISHRA DHATU NIGAM LTD,Mishra Dhatu Nigam Limited,75170177024,401.25,INR,7517.0
STARCEMENT.NS,STAR CEMENT LIMITED,Star Cement Limited,75165433856,185.97,INR,7516.5
BLISSGVS.NS,BLISS GVS PHARMA LTD,Bliss GVS Pharma Limited,74739687424,702.9,INR,7474.0
ORKLAINDIA.NS,ORKLA INDIA LIMITED,Orkla India Limited,74659135488,545.0,INR,7465.9
SJS.NS,SJS ENTERPRISES LIMITED,S.J.S. Enterprises Limited,74596384768,2313.1,INR,7459.6
HNDFDS.NS,HINDUSTAN FOODS LIMITED,Hindustan Foods Limited,74344218624,612.85,INR,7434.4
JKPAPER.NS,JK PAPER LIMITED,JK Paper Limited,74050584576,408.4,INR,7405.1
GAEL.NS,GUJARAT AMBUJA EXPORTS LT,Gujarat Ambuja Exports Limited,74038616064,161.42,INR,7403.9
CELLO.NS,CELLO WORLD LIMITED,Cello World Limited,73919176704,334.65,INR,7391.9
ZEEL.NS,ZEE ENTERTAINMENT ENT LTD,Zee Entertainment Enterprises Limited,73719865344,76.75,INR,7372.0
CYIENTDLM.NS,CYIENT DLM LIMITED,Cyient DLM Limited,73364455424,924.4,INR,7336.4
RELAXO.NS,RELAXO FOOT LTD.,Relaxo Footwears Limited,73299968000,294.45,INR,7330.0
RAIN.NS,RAIN INDUSTRIES LIMITED,Rain Industries Limited,73360351232,218.11,INR,7336.0
INNOVACAP.NS,INNOVA CAPTAB LIMITED,Innova Captab Limited,73019006976,1276.0,INR,7301.9
MBAPL.NS,MADHYA BHARAT AGRO P. LTD,Madhya Bharat Agro Products Limited,73089630208,166.82,INR,7309.0
EMIL.NS,ELECTRONICS MART IND LTD,Electronics Mart India Limited,73102262272,190.0,INR,7310.2
SUNFLAG.NS,SUNFLAG IRON AND STEEL CO,Sunflag Iron and Steel Company Limited,72898772992,404.5,INR,7289.9
KMEW.NS,KNOWLEDGE MARINE & EN W L,Knowledge Marine & Engineering Works Limited,72630722560,2863.5,INR,7263.1
POWERICA.NS,POWERICA LIMITED,Powerica Limited,72685068288,574.35,INR,7268.5
MANINDS.NS,MAN INDUSTRIES (I) LTD.,Man Industries (India) Limited,72620515328,968.15,INR,7262.1
TIMEX.NS,TIMEX GROUP INDIA LTD.,Timex Group India Limited,72648671232,719.65,INR,7264.9
SANOFI.NS,SANOFI INDIA LIMITED,Sanofi India Limited,72214822912,3135.6,INR,7221.5
SAFARI.NS,SAFARI IND (INDIA) LTD,Safari Industries (India) Limited,71727153152,1463.9,INR,7172.7
SAPPHIRE.NS,SAPPHIRE FOODS INDIA LTD,Sapphire Foods India Limited,71623327744,222.6,INR,7162.3
NEOGEN.NS,NEOGEN CHEMICALS LIMITED,Neogen Chemicals Limited,71651188736,2385.0,INR,7165.1
EUREKAFORB.NS,EUREKA FORBES LIMITED,Eureka Forbes Limited,71461666816,369.05,INR,7146.2
CENTUM.NS,CENTUM ELECTRONICS LTD,Centum Electronics Limited,71371390976,4834.8,INR,7137.1
TTKPRESTIG.NS,TTK PRESTIGE LTD,TTK Prestige Limited,71359488000,521.0,INR,7135.9
INDIASHLTR.NS,INDIA SHELTER FIN CORP L,India Shelter Finance Corporation Limited,70705037312,647.5,INR,7070.5
BALAMINES.NS,BALAJI AMINES LIMITED,Balaji Amines Limited,70478651392,2175.2,INR,7047.9
TCI.NS,TRANSPORT CORPN OF INDIA,Transport Corporation of India Limited,70373490688,915.95,INR,7037.3
NEPHROPLUS.NS,NEPHROCARE HEALTH SERV L,Nephrocare Health Services Limited,70275661824,698.85,INR,7027.6
INOXGREEN.NS,INOX GREEN ENERGY SER LTD,Inox Green Energy Services Limited,70237020160,174.94,INR,7023.7
JYOTHYLAB.NS,JYOTHY LABS LIMITED,Jyothy Labs Limited,70211411968,191.2,INR,7021.1
KSHINTL.NS,KSH INTERNATIONAL LIMITED,KSH International Limited,69845958656,1030.85,INR,6984.6
FCL.NS,FINEOTEX CHEMICAL LIMITED,Fineotex Chemical Limited,69543993344,59.72,INR,6954.4
SFL.NS,SHEELA FOAM LIMITED,Sheela Foam Limited,69404164096,635.55,INR,6940.4
IXIGO.NS,LE TRAVENUES TECHNOLOGY L,Le Travenues Technology Limited,69336571904,157.21,INR,6933.7
DCBBANK.NS,DCB BANK LIMITED,DCB Bank Limited,69310365696,215.13,INR,6931.0
CERA.NS,CERA SANITARYWARE LTD,Cera Sanitaryware Limited,69207334912,5367.0,INR,6920.7
AJAXENGG.NS,AJAX ENGINEERING LIMITED,Ajax Engineering Limited,69047230464,603.5,INR,6904.7
AEROFLEX.NS,AEROFLEX INDUSTRIES LTD,Aeroflex Industries Limited,68752449536,519.55,INR,6875.2
NEWGEN.NS,NEWGEN SOFTWARE TECH LTD,Newgen Software Technologies Limited,68562653184,485.05,INR,6856.3
ETHOSLTD.NS,ETHOS LIMITED,Ethos Limited,68151840768,2547.0,INR,6815.2
OPTIEMUS.NS,OPTIEMUS INFRACOM LTD,Optiemus Infracom Limited,67985502208,754.0,INR,6798.6
TIIL.NS,TECHNOCRAFT IND LTD,Technocraft Industries (India) Limited,67984384000,2998.5,INR,6798.4
TTML.NS,TATA TELESERV(MAHARASTRA),Tata Teleservices (Maharashtra) Limited,68011937792,34.79,INR,6801.2
IBULLSLTD.NS,INDIABULLS LIMITED,Indiabulls Limited,66855059456,29.83,INR,6685.5
SKIPPER.NS,SKIPPER LIMITED,Skipper Limited,66956238848,548.1,INR,6695.6
SHARDACROP.NS,SHARDA CROPCHEM LTD.,Sharda Cropchem Limited,66808279040,740.5,INR,6680.8
BORORENEW.NS,BOROSIL RENEWABLES LTD,Borosil Renewables Limited,66718375936,453.3,INR,6671.8
OMNI.NS,OMNITECH ENGINEERING LTD,Omnitech Engineering Limited,66662162432,539.05,INR,6666.2
GMMPFAUDLR.NS,GMM PFAUDLER LIMITED,GMM Pfaudler Limited,66707529728,1483.8,INR,6670.8
KOVAI.NS,KOVAI MEDICAL CENTER & HO,Kovai Medical Center and Hospital Limited,66709499904,6096.5,INR,6670.9
SPARC.NS,SUN PHARMA ADV.RES.CO.LTD,Sun Pharma Advanced Research Company Limited,66549645312,205.07,INR,6655.0
SUPRAJIT.NS,SUPRAJIT ENGINEERING LTD,Suprajit Engineering Limited,66449674240,484.4,INR,6645.0
IMFA.NS,INDIAN METALS & FERRO,Indian Metals and Ferro Alloys Limited,66385129472,1230.4,INR,6638.5
DBL.NS,DILIP BUILDCON LIMITED,Dilip Buildcon Limited,66123165696,407.05,INR,6612.3
CEIGALL.NS,CEIGALL INDIA LIMITED,Ceigall India Limited,65762336768,377.5,INR,6576.2
BECTORFOOD.NS,MRS BECTORS FOOD SPE LTD,Mrs. Bectors Food Specialities Limited,65756950528,214.4,INR,6575.7
SBCL.NS,SHIVALIK BIMETAL CON. LTD,Shivalik Bimetal Controls Limited,65559339008,1138.1,INR,6555.9
GOKULAGRO.NS,GOKUL AGRO RESOURCES LTD,Gokul Agro Resources Limited,65524006912,222.05,INR,6552.4
KPIGREEN.NS,KPI GREEN ENERGY LIMITED,KPI Green Energy Limited,65340465152,330.55,INR,6534.0
REDTAPE.NS,REDTAPE LIMITED,REDTAPE Limited,65413726208,118.33,INR,6541.4
BIRLACORPN.NS,BIRLA CORPORATION LTD,Birla Corporation Limited,65007910912,844.2,INR,6500.8
MOREPENLAB.NS,MOREPEN LAB. LTD,Morepen Laboratories Limited,64850321408,118.35,INR,6485.0
ISGEC.NS,ISGEC HEAVY ENG LTD,Isgec Heavy Engineering Limited,64974356480,883.65,INR,6497.4
TANLA.NS,TANLA PLATFORMS LIMITED,Tanla Platforms Limited,64817098752,490.85,INR,6481.7
RBA.NS,RESTAURANT BRAND ASIA LTD,Restaurant Brands Asia Limited,64457326592,90.52,INR,6445.7
BAJAJCON.NS,BAJAJ CONSUMER CARE LTD,Bajaj Consumer Care Limited,64486264832,493.7,INR,6448.6
HEROMOTORS.NS,,,64357806080,141.69,INR,6435.8
CAMPUS.NS,CAMPUS ACTIVEWEAR LIMITED,Campus Activewear Limited,63504961536,207.75,INR,6350.5
TFCILTD.NS,TOURISM FINANCE CORP. OF,Tourism Finance Corporation of India Limited,63307509760,136.74,INR,6330.8
JKLAKSHMI.NS,JK LAKSHMI CEMENT LTD,JK Lakshmi Cement Limited,63189512192,509.0,INR,6319.0
LCL.NS,LOHIA CORP LIMITED,Lohia Corp Limited,63442825216,600.5,INR,6344.3
DODLA.NS,DODLA DAIRY LIMITED,Dodla Dairy Limited,63078756352,1045.6,INR,6307.9
JSLL.NS,JEENA SIKHO LIFECARE LTD,Jeena Sikho Lifecare Limited,63026683904,507.05,INR,6302.7
GSFC.NS,GUJ STATE FERT & CHEM LTD,Gujarat State Fertilizers & Chemicals Limited,62138589184,155.94,INR,6213.9
SENORES.NS,SENORES PHARMACEUTICALS L,Senores Pharmaceuticals Limited,62264451072,1352.0,INR,6226.4
TRANSRAILL.NS,TRANSRAIL LIGHTING LTD,Transrail Lighting Limited,61751062528,459.95,INR,6175.1
LEAPIND.NS,LEAP INDIA LIMITED,LEAP India Limited,61560565760,139.74,INR,6156.1
STYL.NS,SESHAASAI TECHNOLOGIES L,Seshaasai Technologies Limited,61502394368,380.1,INR,6150.2
SMARTWORKS.NS,SMARTWORKS COWORKING SP L,Smartworks Coworking Spaces Limited,61296820224,535.9,INR,6129.7
BALUFORGE.NS,BALU FORGE INDUSTRIES LTD,Balu Forge Industries Limited,61102616576,503.35,INR,6110.3
KISSHT.NS,ONEMI TECHNOLOGY SOL LTD,OnEMI Technology Solutions Limited,60918587392,343.65,INR,6091.9
GANESHHOU.NS,GANESH HOUSING LIMITED,Ganesh Housing Limited,60872572928,730.0,INR,6087.3
SSRETAIL.NS,,,60921917440,819.2,INR,6092.2
SPECTRUM.NS,SPECTRUM ELECTRIC IND LTD,Spectrum Electrical Industries Limited,60217933824,3524.1,INR,6021.8
VMART.NS,VMART RETAIL LTD,V-Mart Retail Limited,60162973696,756.05,INR,6016.3
PICCADIL.NS,PICCADILY AGRO INDUSTRI L,Piccadily Agro Industries Limited,59872333824,607.4,INR,5987.2
ACI.NS,ARCHEAN CHEMICAL IND LTD,Archean Chemical Industries Limited,59753861120,484.0,INR,5975.4
RCF.NS,RASHTRIYA CHEMICALS & FER,Rashtriya Chemicals and Fertilizers Limited,59438878720,107.74,INR,5943.9
IOLCP.NS,IOL CHEM AND PHARMA LTD,IOL Chemicals and Pharmaceuticals Limited,59201564672,201.69,INR,5920.2
JAIBALAJI.NS,JAI BALAJI INDUSTRIES LTD,Jai Balaji Industries Limited,59113897984,64.8,INR,5911.4
SSWL.NS,STEEL STRIPS WHEELS LTD.,Steel Strips Wheels Limited,58895781888,374.5,INR,5889.6
KALPATARU.NS,KALPATARU LIMITED,Kalpataru Limited,58740649984,285.25,INR,5874.1
ABFRL.NS,ADITYA BIRLA FASHION & RT,Aditya Birla Fashion and Retail Limited,58587824128,48.15,INR,5858.8
RPTECH.NS,RASHI PERIPHERALS LIMITED,Rashi Peripherals Limited,58427092992,879.85,INR,5842.7
SIS.NS,SIS LIMITED,SIS Limited,58359427072,418.45,INR,5835.9
VIKRAMSOLR.NS,VIKRAM SOLAR LIMITED,Vikram Solar Limited,58041921536,160.18,INR,5804.2
ITDC.NS,INDIA TOUR. DEV. CO. LTD.,India Tourism Development Corporation Limited,57709940736,672.85,INR,5771.0
PRSMJOHNSN.NS,PRISM JOHNSON LIMITED,Prism Johnson Limited,57825603584,114.88,INR,5782.6
GREENLAM.NS,GREENLAM INDUSTRIES LTD.,Greenlam Industries Limited,57668485120,226.02,INR,5766.8
PRAJIND.NS,PRAJ INDUSTRIES LTD,Praj Industries Limited,57450778624,312.55,INR,5745.1
WHEELS.NS,WHEELS INDIA LTD,Wheels India Limited,57479434240,2239.6,INR,5747.9
SHAKTIPUMP.NS,SHAKTI PUMPS (I) LTD,Shakti Pumps (India) Limited,57386221568,465.05,INR,5738.6
KRISHANA.NS,KRISHANA PHOSCHEM LIMITED,Krishana Phoschem Limited,57258536960,185.22,INR,5725.9
FEDFINA.NS,FEDBANK FINANCIAL SER L,Fedbank Financial Services Limited,57092829184,152.19,INR,5709.3
TVSSCS.NS,TVS SUPPLY CHAIN SOL L,TVS Supply Chain Solutions Limited,57032581120,129.26,INR,5703.3
JUSTDIAL.NS,JUSTDIAL LTD.,Just Dial Limited,56485318656,664.15,INR,5648.5
MARINE.NS,MARINE ELECTRICAL (I) LTD,Marine Electricals (India) Limited,56369610752,402.8,INR,5637.0
FDC.NS,FDC LIMITED,FDC Limited,56291586048,345.75,INR,5629.2
ARVINDFASN.NS,ARVIND FASHIONS LIMITED,Arvind Fashions Limited,56032657408,419.0,INR,5603.3
STYLAMIND.NS,STYLAM INDUSTRIES LIMITED,Stylam Industries Limited,56046923776,3304.9,INR,5604.7
CSBBANK.NS,CSB BANK LIMITED,CSB Bank Limited,55563227136,327.85,INR,5556.3
LGBBROSLTD.NS,LG BALAKRISHNAN & BROS,L.G. Balakrishnan & Bros Limited,55372967936,1736.0,INR,5537.3
HCC.NS,HINDUSTAN CONSTRUCTION CO,Hindustan Construction Company Limited,55375552512,21.14,INR,5537.6
CCAVENUE.NS,AVENUESAI LIMITED,AvenuesAI Limited,55104540672,15.83,INR,5510.5
JAMNAAUTO.NS,JAMNA AUTO IND LTD,Jamna Auto Industries Limited,55141949440,137.86,INR,5514.2
NIRLON.NS,NIRLON LTD,Nirlon Limited,54688129024,606.85,INR,5468.8
GULFOILLUB.NS,GULF OIL LUB. IND. LTD.,Gulf Oil Lubricants India Limited,54630014976,1102.4,INR,5463.0
SHARDAMOTR.NS,SHARDA MOTOR INDS LTD,Sharda Motor Industries Limited,54583242752,950.8,INR,5458.3
JSFB.NS,JANA SMALL FIN BANK LTD,Jana Small Finance Bank Limited,54498377728,515.0,INR,5449.8
SAATVIKGL.NS,SAATVIK GREEN ENERGY LTD,Saatvik Green Energy Limited,54458142720,428.45,INR,5445.8
ORCHPHARMA.NS,ORCHID PHARMA LIMITED,Orchid Pharma Limited,54114746368,1066.95,INR,5411.5
VADILALIND.NS,VADILAL INDUSTRIES LTD,Vadilal Industries Limited,54030917632,7517.0,INR,5403.1
INDIGOPNTS.NS,INDIGO PAINTS LIMITED,Indigo Paints Limited,53880602624,1128.8,INR,5388.1
SENCO.NS,SENCO GOLD LIMITED,Senco Gold Limited,53841465344,328.5,INR,5384.1
LUMAXIND.NS,LUMAX INDUSTRIES LTD,Lumax Industries Limited,53623263232,5736.5,INR,5362.3
GUJTHEM.NS,GUJARAT THEMIS BIOSYN LTD,Gujarat Themis Biosyn Limited,53707100160,412.65,INR,5370.7
TRIVENI.NS,TRIVENI ENGG. & INDS. LTD,Triveni Engineering & Industries Limited,53746536448,243.9,INR,5374.7
DBREALTY.NS,VALOR ESTATE LIMITED,Valor Estate Limited,53530128384,98.69,INR,5353.0
EMUDHRA.NS,EMUDHRA LIMITED,eMudhra Limited,53238046720,648.9,INR,5323.8
GREAVESCOT.NS,GREAVES COTTON LTD.,Greaves Cotton Limited,53338890240,228.97,INR,5333.9
RAMRAT.NS,RAM RATNA WIRES LIMITED,Ram Ratna Wires Limited,53078278144,568.6,INR,5307.8
ROSSTECH.NS,ROSSELL TECHSYS LIMITED,Rossell Techsys Limited,52703920128,1392.8,INR,5270.4
MSTCLTD.NS,MSTC LIMITED,MSTC Limited,52543037440,746.35,INR,5254.3
GOODLUCK.NS,GOODLUCK INDIA LIMITED,Goodluck India Limited,51872018432,520.2,INR,5187.2
AGI.NS,AGI GREENPAC LIMITED,AGI Greenpac Limited,51845242880,801.35,INR,5184.5
UNIVCABLES.NS,UNIVERSAL CABLES LTD,Universal Cables Limited,51592028160,1487.0,INR,5159.2
FIEMIND.NS,FIEM INDUSTRIES LIMITED,Fiem Industries Limited,51433877504,1954.2,INR,5143.4
SHANTIGEAR.NS,SHANTHI GEARS LTD,Shanthi Gears Limited,50882662400,663.05,INR,5088.3
QUESS.NS,QUESS CORP LIMITED,Quess Corp Limited,50783744000,339.95,INR,5078.4
TEXRAIL.NS,TEXMACO RAIL & ENG. LTD.,Texmaco Rail & Engineering Limited,50797043712,124.85,INR,5079.7
MASFIN.NS,MAS FINANCIAL SERV LTD,MAS Financial Services Limited,50725289984,279.55,INR,5072.5
NRBBEARING.NS,NRB BEARING LIMITED,NRB Bearings Limited,50811674624,524.25,INR,5081.2
VRLLOG.NS,VRL LOGISTICS LIMITED,VRL Logistics Limited,50653003776,289.55,INR,5065.3
PDSL.NS,PDS LIMITED,PDS Limited,50605363200,358.3,INR,5060.5
PURVA.NS,PURAVANKARA LIMITED,Puravankara Limited,50448850944,212.73,INR,5044.9
GOKEX.NS,GOKALDAS EXPORTS LTD.,Gokaldas Exports Limited,50330738688,686.85,INR,5033.1
LATENTVIEW.NS,LATENT VIEW ANALYTICS LTD,Latent View Analytics Limited,50248744960,242.65,INR,5024.9
BANSALWIRE.NS,BANSAL WIRE INDUSTRIES L,Bansal Wire Industries Limited,50097905664,320.0,INR,5009.8
ELLEN.NS,ELLENBARRIE INDUS GASES L,Ellenbarrie Industrial Gases Limited,49975762944,354.6,INR,4997.6
YASHO.NS,YASHO INDUSTRIES LIMITED,Yasho Industries Limited,49885024256,4137.4,INR,4988.5
DEEPINDS.NS,DEEP INDUSTRIES LIMITED,Deep Industries Limited,49888002048,779.5,INR,4988.8
LXCHEM.NS,LAXMI ORGANIC INDUS LTD,Laxmi Organic Industries Limited,49902362624,179.56,INR,4990.2
DEEDEV.NS,DEE DEVELOPMENT ENG LTD,DEE Development Engineers Limited,49876226048,662.9,INR,4987.6
KDDL.NS,KDDL LIMITED,KDDL Limited,49711230976,4041.8,INR,4971.1
MANINFRA.NS,MAN INFRA LTD,Man Infraconstruction Limited,49688772608,124.83,INR,4968.9
RENUKA.NS,SHREE RENUKA SUGARS LTD,Shree Renuka Sugars Limited,49657663488,23.33,INR,4965.8
IFBIND.NS,IFB INDUSTRIES LTD,IFB Industries Limited,49351892992,1218.0,INR,4935.2
BOSCH-HCIL.NS,BOSCH HOME COMFRT IND LTD,Bosch Home Comfort India Limited,49242689536,1811.0,INR,4924.3
MOIL.NS,MOIL LIMITED,MOIL Limited,49168134144,241.63,INR,4916.8
RPGLIFE.NS,RPG LIFE SCIENCES LTD,RPG Life Sciences Limited,49024946176,2964.2,INR,4902.5
ROLEXRINGS.NS,ROLEX RINGS LIMITED,Rolex Rings Limited,49187459072,187.5,INR,4918.7
FOSECOIND.NS,FOSECO INDIA LTD,Foseco India Limited,48996605952,6468.5,INR,4899.7
NORTHARC.NS,NORTHERN ARC CAPITAL LTD,Northern Arc Capital Limited,48886816768,302.15,INR,4888.7
GOLDIAM.NS,GOLDIAM INTERNATIONAL LTD,Goldiam International Limited,48803090432,324.15,INR,4880.3
CARERATING.NS,CARE RATINGS LIMITED,CARE Ratings Limited,48774270976,1621.1,INR,4877.4
SOTL.NS,SAVITA OIL TECHNOLO. LTD,Savita Oil Technologies Limited,48643616768,709.5,INR,4864.4
BAJAJHIND.NS,BAJAJ HINDUSTHAN SUGAR LT,Bajaj Hindusthan Sugar Limited,48828829696,20.44,INR,4882.9
THOMASCOOK.NS,THOMAS COOK (INDIA) LTD,Thomas Cook (India) Limited,48444493824,102.99,INR,4844.4
ASHAPURMIN.NS,ASHAPURA MINECHEM LTD,Ashapura Minechem Limited,48403075072,506.7,INR,4840.3
MAPMYINDIA.NS,C.E. INFO SYSTEMS LIMITED,C. E. Info Systems Limited,48392347648,883.7,INR,4839.2
DATAMATICS.NS,DATAMATICS GLOBAL SER LTD,Datamatics Global Services Limited,48307650560,817.3,INR,4830.8
NOVARTIND.NS,NOVARTIS INDIA LIMITED,Novartis India Limited,48176680960,1951.2,INR,4817.7
MASTEK.NS,MASTEK LTD,Mastek Limited,48112590848,1551.7,INR,4811.3
HEG.NS,HEG LIMITED,HEG Advanced Materials Limited,47954919424,248.5,INR,4795.5
SURYAROSNI.NS,SURYA ROSHNI LTD,Surya Roshni Limited,47882072064,220.01,INR,4788.2
JUNIPER.NS,JUNIPER HOTELS LIMITED,Juniper Hotels Limited,47838011392,215.0,INR,4783.8
